date,A0004,A0514,A1534,A3559,A6079,A80,total
2020-06-10,16,34,162,143,47,24,426
2020-06-11,23,49,180,184,56,26,518
2020-06-12,12,40,83,98,29,21,283
2020-06-13,17,36,120,109,29,42,353
2020-06-14,18,46,113,90,18,16,301
2020-06-15,8,8,65,57,19,15,172
2020-06-16,11,16,85,101,28,18,259
2020-06-17,26,50,180,192,43,27,518
2020-06-18,23,64,281,400,64,35,867
2020-06-19,28,73,262,323,58,21,765
2020-06-20,40,95,356,413,64,21,990
2020-06-21,17,51,213,233,41,15,570
2020-06-22,13,20,75,91,15,9,223
2020-06-23,17,47,137,200,31,14,447
2020-06-24,16,46,169,235,56,17,540
2020-06-25,22,37,180,209,44,18,510
2020-06-26,21,42,178,245,56,27,570
2020-06-27,27,65,209,204,48,20,573
2020-06-28,16,24,126,123,31,6,326
2020-06-29,18,25,66,78,6,7,201
2020-06-30,17,34,150,158,43,14,416
2020-07-01,23,38,171,156,52,18,458
2020-07-02,26,48,167,177,42,21,481
2020-07-03,20,30,183,188,37,13,471
2020-07-04,25,37,149,168,35,13,427
2020-07-05,20,22,104,99,33,16,294
2020-07-06,15,18,45,53,9,5,145
2020-07-07,24,39,107,115,29,8,323
2020-07-08,17,38,136,152,42,12,397
2020-07-09,25,43,150,167,50,16,451
2020-07-10,23,29,156,158,45,11,422
2020-07-11,28,34,173,142,39,10,427
2020-07-12,24,23,104,83,36,7,277
2020-07-13,4,14,51,45,11,7,132
2020-07-14,16,21,118,135,32,6,328
2020-07-15,15,56,180,169,41,9,470
2020-07-16,26,51,203,188,58,16,542
2020-07-17,33,45,200,204,59,18,559
2020-07-18,21,49,199,195,44,14,523
2020-07-19,20,40,152,174,41,12,439
2020-07-20,10,25,55,63,14,12,179
2020-07-21,21,35,186,158,40,11,451
2020-07-22,17,36,185,213,64,11,526
2020-07-23,25,66,245,287,59,20,702
2020-07-24,34,77,240,253,65,22,691
2020-07-25,38,78,300,306,66,17,805
2020-07-26,20,39,186,234,49,16,544
2020-07-27,6,12,74,99,16,5,212
2020-07-28,17,51,197,193,43,26,527
2020-07-29,28,78,258,297,67,25,755
2020-07-30,25,72,353,357,79,27,914
2020-07-31,28,91,329,324,69,24,865
2020-08-01,23,80,353,345,73,39,913
2020-08-02,17,57,219,217,38,14,563
2020-08-03,11,22,109,116,28,16,302
2020-08-04,30,68,301,303,61,26,797
2020-08-05,20,83,364,364,97,23,951
2020-08-06,25,122,469,386,87,18,1111
2020-08-07,42,126,448,425,100,29,1170
2020-08-08,38,123,397,365,63,16,1005
2020-08-09,18,91,301,232,50,17,710
2020-08-10,15,38,136,104,15,8,317
2020-08-11,38,123,449,402,62,28,1104
2020-08-12,41,139,514,407,67,22,1191
2020-08-13,61,210,655,491,97,31,1545
2020-08-14,54,176,681,498,72,22,1504
2020-08-15,39,154,628,445,81,27,1374
2020-08-16,29,103,319,236,50,22,759
2020-08-17,14,56,204,182,26,10,492
2020-08-18,47,164,729,504,80,14,1539
2020-08-19,50,154,728,494,88,14,1528
2020-08-20,38,178,870,556,92,18,1752
2020-08-21,48,144,781,531,97,19,1620
2020-08-22,46,170,758,580,80,23,1657
2020-08-23,32,84,428,306,57,12,919
2020-08-24,19,59,264,189,28,5,564
2020-08-25,38,146,678,469,80,16,1428
2020-08-26,37,141,706,471,113,20,1488
2020-08-27,34,167,789,519,93,19,1621
2020-08-28,32,136,737,519,109,12,1546
2020-08-29,37,122,687,447,69,29,1392
2020-08-30,28,79,396,274,48,8,833
2020-08-31,16,46,255,181,29,7,534
2020-09-01,29,90,599,383,63,12,1177
2020-09-02,32,98,665,428,87,12,1322
2020-09-03,31,106,702,471,79,23,1412
2020-09-04,40,135,733,477,112,18,1515
2020-09-05,44,151,693,497,94,15,1498
2020-09-06,31,103,470,402,80,20,1106
2020-09-07,20,68,252,192,39,8,579
2020-09-08,32,135,640,474,102,29,1413
2020-09-09,26,119,592,470,135,38,1381
2020-09-10,33,146,732,640,145,47,1745
2020-09-11,46,129,717,527,137,33,1589
2020-09-12,45,139,715,556,159,53,1667
2020-09-13,33,93,541,405,120,35,1228
2020-09-14,10,64,354,241,65,28,762
2020-09-15,35,106,634,551,133,29,1489
2020-09-16,39,123,880,669,219,69,1999
2020-09-17,55,165,897,784,209,68,2179
2020-09-18,67,173,999,823,220,78,2360
2020-09-19,50,152,950,738,213,63,2167
2020-09-20,31,105,584,475,155,42,1392
2020-09-21,13,51,288,247,69,20,689
2020-09-22,43,115,714,547,181,49,1651
2020-09-23,42,117,796,611,177,64,1810
2020-09-24,47,139,883,826,244,73,2214
2020-09-25,42,185,1016,811,259,73,2389
2020-09-26,56,199,918,881,222,51,2333
2020-09-27,41,149,695,633,178,88,1784
2020-09-28,27,71,341,318,86,29,874
2020-09-29,30,125,731,669,206,72,1833
2020-09-30,60,173,860,737,255,74,2162
2020-10-01,59,201,1084,1019,288,88,2739
2020-10-02,60,209,1176,1070,326,85,2929
2020-10-03,51,200,1165,1032,312,168,2929
2020-10-04,42,150,854,788,284,78,2196
2020-10-05,28,87,469,412,122,36,1156
2020-10-06,33,149,913,922,287,106,2415
2020-10-07,93,264,1379,1318,418,112,3587
2020-10-08,67,292,1667,1772,542,156,4500
2020-10-09,92,311,1777,1764,546,169,4673
2020-10-10,111,330,1946,1915,570,195,5069
2020-10-11,67,258,1365,1389,401,146,3626
2020-10-12,56,166,868,821,284,78,2275
2020-10-13,93,273,1596,1530,477,218,4192
2020-10-14,105,342,2001,2036,685,187,5365
2020-10-15,181,455,2658,2728,908,313,7248
2020-10-16,153,507,2953,2971,996,319,7902
2020-10-17,172,468,2981,2934,1007,401,7977
2020-10-18,102,336,2076,2169,724,258,5669
2020-10-19,75,249,1400,1329,446,175,3675
2020-10-20,153,434,2336,2436,795,293,6455
2020-10-21,167,572,3249,3649,1272,511,9435
2020-10-22,233,739,4355,4899,1560,595,12400
2020-10-23,260,797,4994,5271,1802,764,13908
2020-10-24,263,851,5002,5382,1798,736,14048
2020-10-25,220,740,3911,4256,1412,544,11087
2020-10-26,150,444,2598,2784,1021,436,7455
2020-10-27,269,717,4157,4495,1633,748,12030
2020-10-28,301,890,5417,6278,2168,870,15947
2020-10-29,382,1178,6326,7696,2617,1022,19248
2020-10-30,383,1211,6679,7842,2679,1029,19845
2020-10-31,360,1293,6663,7495,2585,1007,19408
2020-11-01,279,903,4647,5354,1973,814,13990
2020-11-02,249,684,3620,3960,1415,594,10536
2020-11-03,308,947,5254,5736,2008,972,15242
2020-11-04,369,1186,6448,7585,2646,1093,19342
2020-11-05,364,1281,6731,8503,2998,1314,21206
2020-11-06,392,1431,7472,8535,3137,1294,22285
2020-11-07,426,1436,7267,8279,2966,1173,21568
2020-11-08,345,1156,5300,5999,2163,950,15923
2020-11-09,198,715,3294,3802,1440,640,10126
2020-11-10,287,1107,5442,5990,2132,986,15996
2020-11-11,378,1290,6303,7704,2648,1276,19620
2020-11-12,401,1540,7368,8686,3113,1575,22710
2020-11-13,430,1657,7510,9063,3256,1555,23565
2020-11-14,408,1547,6780,8063,2957,1538,21324
2020-11-15,321,1172,4857,5953,2193,1304,15806
2020-11-16,180,682,2678,3341,1250,713,8849
2020-11-17,277,1020,4535,5496,2074,1278,14698
2020-11-18,336,1290,6031,8097,2943,1668,20382
2020-11-19,397,1732,7223,9191,3253,1864,23674
2020-11-20,429,1754,7149,8954,3371,2069,23758
2020-11-21,465,1632,6638,8620,3105,1845,22320
2020-11-22,286,1139,4343,5644,2151,1192,14763
2020-11-23,192,674,2501,3241,1304,889,8809
2020-11-24,290,1166,4371,5654,2136,1442,15069
2020-11-25,304,1365,5597,7676,2786,1670,19412
2020-11-26,448,1597,6414,8491,3069,1995,22026
2020-11-27,437,1527,6398,8597,3310,2461,22741
2020-11-28,372,1497,5524,7473,2966,2310,20158
2020-11-29,286,1169,4079,5711,2224,1461,14944
2020-11-30,181,704,2375,3183,1318,1017,8781
2020-12-01,240,901,3776,4767,2060,1538,13296
2020-12-02,353,1262,5337,7415,2887,2007,19272
2020-12-03,402,1575,6390,9064,3484,2266,23197
2020-12-04,410,1638,6725,9069,3643,2945,24449
2020-12-05,349,1532,6127,8235,3305,2594,22159
2020-12-06,348,1151,4347,5888,2339,1622,15711
2020-12-07,189,786,2792,3694,1506,1248,10221
2020-12-08,299,1061,4350,6140,2557,1986,16409
2020-12-09,335,1317,6082,9028,3471,2579,22822
2020-12-10,395,1763,7530,10937,4096,2884,27615
2020-12-11,520,1830,7948,11005,4411,3296,29024
2020-12-12,501,1845,7327,10115,4200,3260,27255
2020-12-13,378,1333,5411,7557,3249,2687,20625
2020-12-14,237,826,3239,4498,1999,1689,12500
2020-12-15,377,1201,5070,6890,2995,2464,19009
2020-12-16,471,1548,7011,10586,4250,3033,26905
2020-12-17,540,1756,8337,12192,5022,3507,31366
2020-12-18,524,1683,8398,12141,5176,4018,31962
2020-12-19,531,1510,7861,11312,4957,3507,29689
2020-12-20,412,1163,5393,8269,3718,2768,21729
2020-12-21,226,751,3571,5143,2349,1864,13913
2020-12-22,336,998,5127,7495,3508,2795,20273
2020-12-23,451,1306,7008,11386,5040,3728,28940
2020-12-24,485,1526,8388,13280,5960,4283,33940
2020-12-25,324,1031,5337,8176,3616,2625,21120
2020-12-26,201,633,3305,4967,2332,1704,13145
2020-12-27,163,494,2794,4272,2081,1743,11551
2020-12-28,142,433,2409,3494,1759,1566,9809
2020-12-29,207,530,3907,5943,2787,2318,15699
2020-12-30,336,974,6768,10757,4966,3731,27548
2020-12-31,362,1110,7814,11824,5608,4327,31057
2021-01-01,239,800,5162,7265,3385,2692,19557
2021-01-02,153,434,2650,3816,1821,1367,10243
2021-01-03,113,358,2540,3475,1840,1674,10002
2021-01-04,110,391,2297,3154,1558,1310,8823
2021-01-05,178,521,3754,5408,2575,1912,14352
2021-01-06,346,1016,7384,10698,4652,3312,27417
2021-01-07,335,1044,7681,10680,4790,3397,27938
2021-01-08,332,957,7159,9574,4536,3528,26090
2021-01-09,323,1042,6681,8680,4295,3506,24542
2021-01-10,260,746,4664,5945,2800,2252,16669
2021-01-11,132,413,2327,2960,1414,1219,8469
2021-01-12,178,532,3677,4838,2336,1917,13494
2021-01-13,302,838,5935,8721,3750,3037,22587
2021-01-14,331,971,6605,8983,3864,3354,24114
2021-01-15,368,780,5365,7187,3483,3204,20396
2021-01-16,293,799,4835,6554,3071,2749,18308
2021-01-17,255,671,3454,4834,2287,1923,13429
2021-01-18,126,324,1650,2281,1151,1061,6593
2021-01-19,139,356,2354,3215,1586,1513,9169
2021-01-20,275,682,4598,7166,3134,2609,18465
2021-01-21,327,785,4961,7479,3263,2655,19473
2021-01-22,328,780,4154,6154,2848,2550,16821
2021-01-23,264,712,3799,5556,2628,2069,15032
2021-01-24,242,578,2949,4158,2019,1627,11575
2021-01-25,125,251,1240,1861,849,687,5014
2021-01-26,107,234,1671,2373,1269,1089,6749
2021-01-27,256,644,3859,6110,2683,1961,15517
2021-01-28,313,651,3917,6027,2723,2181,15816
2021-01-29,239,581,3430,5017,2328,1767,13362
2021-01-30,266,615,3216,4594,2161,1708,12564
2021-01-31,246,547,2635,3672,1705,1144,9951
2021-02-01,103,264,1091,1523,681,547,4210
2021-02-02,122,246,1491,2062,1094,846,5863
2021-02-03,288,548,3124,4893,2087,1358,12302
2021-02-04,276,683,3452,5169,2343,1497,13424
2021-02-05,257,598,2924,4348,1907,1473,11512
2021-02-06,248,606,2614,3633,1704,1215,10021
2021-02-07,234,471,2230,3125,1399,916,8380
2021-02-08,88,191,859,1124,486,344,3092
2021-02-09,92,174,1110,1498,744,579,4199
2021-02-10,212,454,2483,3570,1455,916,9091
2021-02-11,245,532,2651,4066,1713,1072,10281
2021-02-12,239,488,2495,3651,1563,934,9370
2021-02-13,240,511,2340,3211,1405,828,8536
2021-02-14,206,388,1465,2063,900,563,5586
2021-02-15,110,259,1064,1389,589,348,3761
2021-02-16,106,224,1172,1607,749,531,4389
2021-02-17,196,482,2453,3715,1566,817,9232
2021-02-18,252,524,2713,3951,1616,937,9993
2021-02-19,243,544,2627,3533,1525,737,9211
2021-02-20,232,561,2504,3364,1361,692,8714
2021-02-21,242,543,2248,2915,1262,559,7770
2021-02-22,105,234,867,1062,515,239,3022
2021-02-23,133,253,1145,1700,727,444,4406
2021-02-24,290,571,2765,4190,1648,699,10166
2021-02-25,333,698,3219,4447,1834,775,11307
2021-02-26,347,694,2826,3833,1544,650,9899
2021-02-27,324,748,2737,3607,1456,596,9468
2021-02-28,314,602,2209,2926,1162,445,7660
2021-03-01,149,322,1033,1261,486,200,3452
2021-03-02,178,353,1315,1750,712,379,4689
2021-03-03,370,838,3053,4488,1633,583,10968
2021-03-04,413,896,3300,4448,1672,583,11313
2021-03-05,394,853,2955,3950,1422,561,10137
2021-03-06,462,960,2755,3676,1338,462,9655
2021-03-07,377,790,2471,3177,1114,367,8298
2021-03-08,180,366,927,1254,443,190,3362
2021-03-09,162,444,1366,1857,722,298,4850
2021-03-10,437,961,3248,4706,1652,511,11516
2021-03-11,547,1150,4170,5618,1909,607,14002
2021-03-12,585,1220,3853,5138,1749,615,13162
2021-03-13,537,1192,3800,4847,1669,511,12557
2021-03-14,480,1049,3133,3983,1360,461,10468
2021-03-15,257,558,1454,1781,603,181,4835
2021-03-16,293,624,2012,2624,948,347,6851
2021-03-17,632,1373,4539,6437,2159,642,15787
2021-03-18,787,1748,5478,7225,2481,634,18360
2021-03-19,719,1610,4988,6544,2249,614,16735
2021-03-20,715,1627,4657,5897,2192,605,15701
2021-03-21,609,1377,3946,4937,1894,451,13218
2021-03-22,293,609,1727,2232,848,244,5955
2021-03-23,438,978,2553,3379,1152,398,8903
2021-03-24,750,1924,5453,7894,2739,687,19452
2021-03-25,913,2367,6664,8984,2945,758,22639
2021-03-26,916,2365,6551,8405,2924,729,21910
2021-03-27,941,2171,5960,7665,2623,671,20039
2021-03-28,737,1838,4557,5984,2115,544,15783
2021-03-29,334,812,2280,2858,1023,270,7582
2021-03-30,477,1052,3191,4298,1549,435,11003
2021-03-31,748,1711,5992,8354,2913,665,20388
2021-04-01,897,2155,7131,9657,3348,789,23984
2021-04-02,879,1951,6495,8373,3010,689,21414
2021-04-03,728,1486,4639,5951,2158,505,15479
2021-04-04,483,1011,3303,3919,1497,382,10599
2021-04-05,257,668,2209,2809,964,235,7143
2021-04-06,266,639,2111,2673,1051,275,7019
2021-04-07,392,909,3418,4619,1667,490,11498
2021-04-08,677,1751,7129,10039,3434,680,23725
2021-04-09,831,2009,7981,10463,3657,806,25752
2021-04-10,849,1942,7392,9109,3294,696,23289
2021-04-11,654,1762,5808,6837,2439,529,18053
2021-04-12,361,858,2811,3409,1137,272,8851
2021-04-13,370,1082,3912,4624,1703,421,12118
2021-04-14,829,2557,8357,10553,3670,749,26723
2021-04-15,974,2867,9193,10912,3808,790,28550
2021-04-16,905,2771,8184,9249,3174,771,25061
2021-04-17,899,2534,7374,8605,2972,684,23079
2021-04-18,756,1903,5527,6666,2321,512,17687
2021-04-19,353,947,2723,3320,1172,285,8802
2021-04-20,407,1322,3750,4687,1652,476,12299
2021-04-21,963,3157,8419,11169,3548,689,27963
2021-04-22,1071,3502,9021,11334,3656,782,29371
2021-04-23,1003,3088,7828,9704,3096,697,25429
2021-04-24,928,2832,7052,8604,2929,602,22960
2021-04-25,825,2210,5452,6683,2291,509,17996
2021-04-26,382,1045,2712,3224,1055,243,8663
2021-04-27,510,1346,3777,4585,1563,403,12185
2021-04-28,917,2602,7544,10405,3236,530,25251
2021-04-29,978,2760,7507,10011,3117,615,24999
2021-04-30,880,2488,6694,8096,2654,578,21398
2021-05-01,831,2258,5786,7313,2444,514,19156
2021-05-02,650,1767,4565,5727,1927,395,15042
2021-05-03,285,817,2039,2520,810,175,6647
2021-05-04,338,968,2823,3474,1219,284,9110
2021-05-05,780,2298,6121,8481,2720,564,20969
2021-05-06,792,2381,6277,8227,2626,528,20841
2021-05-07,695,2036,5264,6507,2147,483,17148
2021-05-08,647,1875,4778,5777,1955,420,15454
2021-05-09,609,1506,3603,4511,1473,303,12009
2021-05-10,251,622,1698,1949,629,167,5317
2021-05-11,259,857,2309,2781,950,228,7386
2021-05-12,643,1932,5066,6630,2060,407,16741
2021-05-13,692,2079,4977,6196,2114,402,16461
2021-05-14,470,1266,2908,3554,1193,269,9662
2021-05-15,366,1008,2391,2791,853,219,7631
2021-05-16,353,1029,2569,3267,1106,259,8594
2021-05-17,183,512,1316,1597,501,160,4271
2021-05-18,191,629,1617,1972,661,172,5243
2021-05-19,494,1547,3752,4775,1469,272,12310
2021-05-20,454,1534,3516,4109,1361,324,11300
2021-05-21,374,1183,2709,2951,987,218,8423
2021-05-22,384,1192,2443,2548,779,228,7577
2021-05-23,297,836,1856,2048,652,130,5820
2021-05-24,105,253,657,715,209,63,2002
2021-05-25,82,247,586,631,205,47,1799
2021-05-26,146,484,1226,1316,386,108,3667
2021-05-27,292,875,2336,2702,763,176,7145
2021-05-28,336,921,2186,2456,691,198,6789
2021-05-29,252,754,1772,1768,504,123,5173
2021-05-30,202,534,1176,1298,389,90,3691
2021-05-31,99,231,559,519,162,35,1606
2021-06-01,114,330,831,849,247,67,2438
2021-06-02,233,767,1641,1877,492,92,5104
2021-06-03,230,744,1456,1522,432,100,4486
2021-06-04,162,499,965,938,286,82,2933
2021-06-05,123,338,759,762,224,66,2273
2021-06-06,116,298,766,848,224,57,2309
2021-06-07,47,133,376,419,126,34,1136
2021-06-08,57,325,557,562,161,53,1715
2021-06-09,119,633,1137,1249,328,69,3536
2021-06-10,119,470,994,975,243,60,2863
2021-06-11,118,411,781,723,193,52,2279
2021-06-12,89,312,665,576,154,46,1842
2021-06-13,83,226,442,422,116,22,1311
2021-06-14,27,93,167,165,54,10,516
2021-06-15,45,166,350,276,65,30,932
2021-06-16,87,281,581,579,134,40,1703
2021-06-17,75,246,484,464,142,31,1442
2021-06-18,54,206,419,351,107,24,1162
2021-06-19,56,179,363,346,76,13,1033
2021-06-20,45,127,254,243,53,15,737
2021-06-21,22,35,109,92,14,4,276
2021-06-22,30,121,192,207,49,10,609
2021-06-23,46,178,362,367,93,23,1069
2021-06-24,39,160,347,280,64,14,904
2021-06-25,59,143,296,250,66,14,829
2021-06-26,34,106,299,221,60,21,741
2021-06-27,36,78,185,147,31,7,484
2021-06-28,13,24,90,73,18,5,223
2021-06-29,23,74,220,152,43,11,523
2021-06-30,33,119,359,295,81,13,900
2021-07-01,40,118,356,276,62,15,867
2021-07-02,32,94,319,208,46,12,711
2021-07-03,28,79,296,198,59,10,670
2021-07-04,18,53,242,152,36,8,509
2021-07-05,4,20,104,55,22,2,207
2021-07-06,11,50,249,185,51,9,555
2021-07-07,29,99,507,344,69,17,1065
2021-07-08,27,101,477,277,68,13,963
2021-07-09,35,91,494,255,68,15,958
2021-07-10,31,86,494,271,50,18,950
2021-07-11,41,60,435,201,40,16,793
2021-07-12,5,23,183,71,22,7,311
2021-07-13,16,65,443,224,41,12,802
2021-07-14,49,171,926,493,101,24,1764
2021-07-15,45,144,885,441,92,19,1626
2021-07-16,39,153,862,384,68,14,1521
2021-07-17,53,159,908,407,69,23,1619
2021-07-18,40,130,694,335,68,14,1281
2021-07-19,16,39,279,132,26,6,498
2021-07-20,32,108,820,386,62,24,1433
2021-07-21,47,233,1218,700,116,25,2339
2021-07-22,50,206,1278,616,121,26,2297
2021-07-23,51,239,1178,633,112,13,2226
2021-07-24,84,239,1082,571,101,39,2120
2021-07-25,67,180,851,409,76,11,1594
2021-07-26,17,68,327,184,31,10,637
2021-07-27,33,198,860,452,100,20,1665
2021-07-28,100,341,1496,948,168,44,3098
2021-07-29,87,313,1389,827,173,57,2846
2021-07-30,107,293,1306,727,162,41,2636
2021-07-31,83,284,1239,730,158,33,2528
2021-08-01,87,220,939,588,104,25,1963
2021-08-02,25,86,411,204,45,12,783
2021-08-03,73,247,1054,608,105,34,2121
2021-08-04,129,467,1756,1166,184,54,3756
2021-08-05,114,410,1734,1026,199,57,3541
2021-08-06,140,457,1711,1007,157,59,3531
2021-08-07,122,509,1590,1074,180,65,3542
2021-08-08,137,391,1272,800,152,39,2791
2021-08-09,41,163,534,311,77,15,1141
2021-08-10,101,399,1319,896,167,42,2924
2021-08-11,177,740,2456,1820,300,73,5567
2021-08-12,223,762,2559,1736,274,89,5645
2021-08-13,226,732,2530,1551,292,120,5452
2021-08-14,237,806,2736,1644,286,75,5786
2021-08-15,185,713,2060,1372,239,67,4637
2021-08-16,83,299,933,629,87,37,2068
2021-08-17,136,639,2034,1409,227,77,4525
2021-08-18,314,1281,3837,2959,404,121,8922
2021-08-19,309,1449,3828,2646,417,104,8756
2021-08-20,338,1804,3682,2407,350,103,8687
2021-08-21,343,1940,3462,2574,422,102,8843
2021-08-22,298,1393,2749,1993,302,88,6823
2021-08-23,125,587,1211,991,122,59,3095
2021-08-24,225,1119,2738,2045,336,107,6571
2021-08-25,497,2243,5168,4188,628,174,12903
2021-08-26,545,2449,5046,3839,649,189,12721
2021-08-27,568,2253,4612,3419,573,201,11627
2021-08-28,498,2135,3978,3106,515,169,10403
2021-08-29,448,1625,3217,2547,436,127,8404
2021-08-30,177,709,1432,1170,181,68,3737
2021-08-31,315,1355,2689,2173,399,157,7091
2021-09-01,602,2941,5354,4643,749,288,14579
2021-09-02,695,3051,5425,4534,767,272,14745
2021-09-03,541,2766,4734,3725,712,240,12722
2021-09-04,556,2611,4346,3618,705,232,12075
2021-09-05,508,1944,3429,2866,558,171,9479
2021-09-06,195,765,1539,1228,227,92,4046
2021-09-07,328,1348,2504,2258,414,164,7016
2021-09-08,655,2999,5297,4933,909,324,15119
2021-09-09,728,2909,4984,4389,838,303,14158
2021-09-10,646,2526,4410,3689,802,316,12394
2021-09-11,554,2229,3930,3448,696,280,11138
2021-09-12,421,1705,3072,2628,525,198,8553
2021-09-13,157,633,1184,1004,212,90,3280
2021-09-14,291,1411,2337,2151,459,225,6877
2021-09-15,580,2906,4454,4225,852,371,13390
2021-09-16,550,2674,4106,3759,800,334,12227
2021-09-17,488,2316,3457,3069,678,264,10273
2021-09-18,452,1911,2994,2655,617,252,8884
2021-09-19,348,1455,2325,2243,488,177,7037
2021-09-20,124,553,943,894,189,76,2779
2021-09-21,226,1159,1783,1660,405,178,5412
2021-09-22,487,2502,3569,3670,781,243,11259
2021-09-23,452,2228,3481,3270,761,262,10456
2021-09-24,403,2120,2897,2746,654,265,9085
2021-09-25,354,1785,2749,2678,593,253,8413
2021-09-26,290,1255,2124,2022,491,167,6350
2021-09-27,121,542,872,839,201,73,2649
2021-09-28,231,1194,1849,1846,439,207,5767
2021-09-29,456,2797,3838,4230,958,366,12649
2021-09-30,466,2569,3434,3640,898,370,11379
2021-10-01,391,2120,3030,2942,754,261,9500
2021-10-02,322,1691,2665,2721,692,299,8390
2021-10-03,234,1210,1993,2013,512,187,6150
2021-10-04,102,447,880,928,224,66,2647
2021-10-05,162,1157,1727,1943,497,182,5670
2021-10-06,361,2535,3593,4252,1100,379,12222
2021-10-07,376,2243,3389,3737,982,380,11113
2021-10-08,332,2115,3178,3229,920,365,10141
2021-10-09,278,1782,2931,3065,849,312,9218
2021-10-10,258,1346,2165,2321,688,242,7021
2021-10-11,90,442,837,897,264,108,2638
2021-10-12,180,1295,1933,2072,538,241,6262
2021-10-13,382,2498,3718,4411,1227,407,12644
2021-10-14,403,2258,3637,4202,1121,437,12061
2021-10-15,350,2016,3588,3932,1027,421,11336
2021-10-16,328,1841,3552,3868,1142,419,11153
2021-10-17,256,1469,2682,2909,865,307,8489
2021-10-18,119,606,1033,1155,335,164,3412
2021-10-19,218,1412,2326,2803,895,487,8142
2021-10-20,516,3470,5537,6950,1971,710,19158
2021-10-21,518,2963,5493,6408,1857,740,17981
2021-10-22,478,3005,5293,5912,1846,764,17301
2021-10-23,439,2628,5185,5877,1832,711,16674
2021-10-24,411,2086,4036,4627,1599,528,13287
2021-10-25,130,848,1622,1840,510,228,5179
2021-10-26,299,2108,3451,4142,1293,576,11870
2021-10-27,650,4933,7580,9494,2838,895,26392
2021-10-28,715,5227,7612,9597,3008,1134,27302
2021-10-29,648,4327,7123,8327,2852,1067,24349
2021-10-30,625,3923,6478,7784,2771,980,22566
2021-10-31,441,2861,4938,6000,2074,761,17078
2021-11-01,178,1183,2167,2624,909,388,7453
2021-11-02,289,1836,3253,4128,1402,574,11482
2021-11-03,578,4034,6315,9253,3113,1107,24403
2021-11-04,811,5856,9620,13682,4562,1602,36146
2021-11-05,963,6065,10122,13258,4437,1611,36469
2021-11-06,886,5498,9851,11916,4081,1501,33739
2021-11-07,629,3656,6907,8522,3046,1005,23770
2021-11-08,285,1907,3457,4227,1484,497,11860
2021-11-09,602,4568,6920,8424,2720,1048,24295
2021-11-10,1102,9503,12382,16989,5557,1656,47201
2021-11-11,1349,10204,13424,18014,6019,1820,50847
2021-11-12,1318,9645,13255,17632,5982,1891,49739
2021-11-13,1244,8551,12455,16456,5612,1756,46084
2021-11-14,938,5929,9220,12384,4191,1303,33972
2021-11-15,540,3153,5266,6837,2467,763,19035
2021-11-16,906,6700,9042,12520,4146,1252,34585
2021-11-17,1576,12434,15948,23248,7630,2153,63004
2021-11-18,1771,12238,16202,22920,7795,2248,63186
2021-11-19,1708,11563,15772,22046,7617,2505,61225
2021-11-20,1674,12230,16149,22627,7609,2243,62547
2021-11-21,1251,7909,10855,15428,5316,1554,42327
2021-11-22,719,4269,6629,9192,3011,947,24775
2021-11-23,1197,9031,11758,17175,5658,1829,46662
2021-11-24,1974,14559,17996,28386,9075,2532,74545
2021-11-25,2164,14847,18659,27960,9415,2648,75724
2021-11-26,2079,13795,18333,26352,8701,2579,71862
2021-11-27,1830,12170,16466,23537,7826,2226,64087
2021-11-28,1436,8131,11518,16653,5586,1588,44927
2021-11-29,789,4472,6598,9700,3063,902,25540
2021-11-30,1312,8383,11317,16500,5312,1509,44346
2021-12-01,2177,14373,18252,28059,8540,2191,73613
2021-12-02,2302,14490,18243,27673,8949,2339,74018
2021-12-03,2181,13491,17180,24921,7972,2234,67998
2021-12-04,1950,11894,16005,23314,7347,1986,62522
2021-12-05,1431,7919,10662,15868,5160,1434,42484
2021-12-06,754,4200,5901,8632,2771,801,23066
2021-12-07,1399,8344,10786,15561,4934,1457,42509
2021-12-08,2276,13784,17053,26409,7916,1878,69339
2021-12-09,2349,13509,16961,24377,7819,2166,67206
2021-12-10,2189,12059,14401,20494,6579,1917,57667
2021-12-11,1934,10405,12920,18439,5698,1722,51131
2021-12-12,1428,6901,8793,12390,3969,1127,34622
2021-12-13,644,2960,4069,5619,1766,469,15534
2021-12-14,1193,6378,8131,11417,3380,1024,31600
2021-12-15,2213,12512,15061,22284,6347,1755,60206
2021-12-16,2086,11037,13396,18679,5493,1724,52430
2021-12-17,1943,10123,12320,16642,4699,1499,47261
2021-12-18,1658,8376,10959,14570,4351,1331,41263
2021-12-19,1224,5864,7622,9985,2959,856,28522
2021-12-20,513,2300,3451,4359,1222,382,12228
2021-12-21,1036,5396,7658,9421,2646,788,26958
2021-12-22,1791,9798,12655,17865,4834,1295,48252
2021-12-23,1737,8297,11390,14131,4115,1235,40915
2021-12-24,1436,6962,10346,11765,3440,1016,34982
2021-12-25,867,3872,6791,7740,2030,583,21894
2021-12-26,358,1673,3483,3707,900,297,10423
2021-12-27,309,1623,3622,3646,938,265,10408
2021-12-28,827,3562,8254,8934,2281,615,24480
2021-12-29,1385,6115,13970,16632,4224,997,43342
2021-12-30,1273,5646,14247,15325,4047,1104,41652
2021-12-31,1171,5252,15015,14766,4113,1127,41463
2022-01-01,863,3603,10954,9880,2899,747,28962
2022-01-02,410,1762,5465,4978,1276,329,14226
2022-01-03,422,1686,5828,5102,1219,311,14579
